"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC"
"L7852","LeniencyTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/LeniencyTest.java","L7823","1","0","1","1","22","47"
"L7853","MapAsArrayTypeAdapterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/MapAsArrayTypeAdapterTest.java","L7823","5","0","0","7","109","142"
"L7854","MapTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/MapTest.java","L7823","6","0","8","41","518","655"
"L7855","MoreSpecificTypeSerializationTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/MoreSpecificTypeSerializationTest.java","L7823","1","0","4","3","127","179"
"L7856","NamingPolicyTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/NamingPolicyTest.java","L7823","2","0","2","15","151","204"
"L7857","NullObjectAndFieldTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/NullObjectAndFieldTest.java","L7823","2","0","4","15","180","241"
"L7858","ObjectTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ObjectTest.java","L7823","9","0","10","36","393","508"
"L7859","ParameterizedTypesTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ParameterizedTypesTest.java","L7823","40","0","1","18","416","504"
"L7860","PrettyPrintingTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/PrettyPrintingTest.java","L7823","3","0","2","7","84","124"
"L7861","PrimitiveCharacterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/PrimitiveCharacterTest.java","L7823","1","0","1","2","25","56"
"L7862","PrimitiveTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/PrimitiveTest.java","L7823","46","0","1","99","680","827"
"L7863","PrintFormattingTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/PrintFormattingTest.java","L7823","2","0","1","3","51","85"
"L7864","RawSerializationTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/RawSerializationTest.java","L7823","1","0","1","5","62","102"
"L7865","ReadersWritersTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ReadersWritersTest.java","L7823","3","0","1","10","99","136"
"L7866","RuntimeTypeAdapterFactoryFunctionalTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/RuntimeTypeAdapterFactoryFunctionalTest.java","L7823","14","0","2","1","139","206"
"L7867","SecurityTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/SecurityTest.java","L7823","1","0","3","3","43","87"
"L7868","SerializedNameTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/SerializedNameTest.java","L7823","1","0","0","4","28","55"
"L7869","StreamingTypeAdaptersTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/StreamingTypeAdaptersTest.java","L7823","5","0","0","18","202","245"
"L7870","StringTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/StringTest.java","L7823","1","0","3","16","105","141"
"L7871","ThrowableFunctionalTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ThrowableFunctionalTest.java","L7823","1","0","0","6","50","66"
"L7872","TreeTypeAdaptersTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/TreeTypeAdaptersTest.java","L7823","2","0","1","2","135","179"
"L7873","TypeAdapterPrecedenceTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/TypeAdapterPrecedenceTest.java","L7823","1","0","0","9","122","152"
"L7874","TypeHierarchyAdapterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/TypeHierarchyAdapterTest.java","L7823","7","0","2","2","174","222"
"L7875","TypeVariableTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/TypeVariableTest.java","L7823","6","0","3","15","96","141"
"L7876","UncategorizedTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/UncategorizedTest.java","L7823","5","0","3","4","89","135"
"L7877","VersioningTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/VersioningTest.java","L7823","1","0","1","10","121","171"
"L13239","PerformanceTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/metrics/PerformanceTest.java","L13238","21","0","6","7","262","346"
"L14026","JsonAdapterNullSafeTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/regression/JsonAdapterNullSafeTest.java","L14025","3","0","0","3","36","62"
"L2124","JsonElementReaderTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/bind/JsonElementReaderTest.java","L2123","21","0","0","18","276","313"
"L2125","JsonTreeReaderTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/bind/JsonTreeReaderTest.java","L2123","1","0","0","3","32","51"
"L2126","JsonTreeWriterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/bind/JsonTreeWriterTest.java","L2123","9","0","0","13","146","176"
"L2127","RecursiveTypesResolveTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/bind/RecursiveTypesResolveTest.java","L2123","1","0","4","6","61","117"
"L5021","UnsafeReflectionAccessorTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/reflect/UnsafeReflectionAccessorTest.java","L5020","2","0","1","1","25","52"
"L191","CodeGen.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/codegen/src/main/java/com/google/gson/codegen/CodeGen.java","L190","2","0","1","2","29","54"
"L192","GeneratedTypeAdapter.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/codegen/src/main/java/com/google/gson/codegen/GeneratedTypeAdapter.java","L190","1","0","0","1","4","22"
"L193","GeneratedTypeAdapterProcessor.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/codegen/src/main/java/com/google/gson/codegen/GeneratedTypeAdapterProcessor.java","L190","3","0","0","2","39","62"
"L194","JavaWriter.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/codegen/src/main/java/com/google/gson/codegen/JavaWriter.java","L190","47","0","18","3","305","444"
"L546","CodeGenFunctionalTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/codegen/src/test/java/com/google/gson/codegen/functional/CodeGenFunctionalTest.java","L545","1","0","0","2","7","27"
"L547","Order.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/codegen/src/test/java/com/google/gson/codegen/functional/Order.java","L545","1","0","0","0","17","38"
"L574","GsonProguardExampleActivity.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/examples/android-proguard-example/src/com/google/gson/examples/android/GsonProguardExampleActivity.java","L573","1","0","1","1","35","61"
"L613","Cart.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/examples/android-proguard-example/src/com/google/gson/examples/android/model/Cart.java","L612","12","0","1","6","76","109"
"L614","LineItem.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/examples/android-proguard-example/src/com/google/gson/examples/android/model/LineItem.java","L612","1","0","1","6","30","58"
"L743","GraphAdapterBuilder.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/main/java/com/google/gson/graph/GraphAdapterBuilder.java","L742","21","0","1","4","192","309"
"L1125","Intercept.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/main/java/com/google/gson/interceptors/Intercept.java","L1124","1","0","2","0","11","65"
"L1126","InterceptorFactory.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/main/java/com/google/gson/interceptors/InterceptorFactory.java","L1124","3","0","1","1","39","50"
"L1127","JsonPostDeserializer.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/main/java/com/google/gson/interceptors/JsonPostDeserializer.java","L1124","1","0","2","0","5","34"
"L1353","PostConstructAdapterFactory.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/main/java/com/google/gson/typeadapters/PostConstructAdapterFactory.java","L1352","9","0","1","1","51","77"
"L1354","RuntimeTypeAdapterFactory.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/main/java/com/google/gson/typeadapters/RuntimeTypeAdapterFactory.java","L1352","16","0","6","1","115","266"
"L1355","UtcDateTypeAdapter.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/main/java/com/google/gson/typeadapters/UtcDateTypeAdapter.java","L1352","37","0","0","3","186","283"
"L701","RawCollectionsExample.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/main/java/com/google/gson/extras/examples/rawcollections/RawCollectionsExample.java","L700","1","0","0","2","36","56"
"L750","GraphAdapterBuilderTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/test/java/com/google/gson/graph/GraphAdapterBuilderTest.java","L749","1","0","0","9","153","198"
"L1129","InterceptorTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/test/java/com/google/gson/interceptors/InterceptorTest.java","L1128","10","0","1","13","133","172"
"L1357","PostConstructAdapterFactoryTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/test/java/com/google/gson/typeadapters/PostConstructAdapterFactoryTest.java","L1356","14","0","0","3","79","113"
"L1358","RuntimeTypeAdapterFactoryTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/test/java/com/google/gson/typeadapters/RuntimeTypeAdapterFactoryTest.java","L1356","11","0","0","14","174","212"
"L1359","UtcDateTypeAdapterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/test/java/com/google/gson/typeadapters/UtcDateTypeAdapterTest.java","L1356","3","0","1","6","58","90"
"L13248","BagOfPrimitives.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/metrics/src/main/java/com/google/gson/metrics/BagOfPrimitives.java","L13247","10","0","1","7","60","89"
"L13249","BagOfPrimitivesDeserializationBenchmark.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/metrics/src/main/java/com/google/gson/metrics/BagOfPrimitivesDeserializationBenchmark.java","L13247","16","0","4","1","81","124"
"L13250","CollectionsDeserializationBenchmark.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/metrics/src/main/java/com/google/gson/metrics/CollectionsDeserializationBenchmark.java","L13247","19","0","4","1","100","141"
"L13251","ParseBenchmark.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/metrics/src/main/java/com/google/gson/metrics/ParseBenchmark.java","L13247","25","0","1","2","331","390"
"L13252","SerializationBenchmark.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/metrics/src/main/java/com/google/gson/metrics/SerializationBenchmark.java","L13247","3","0","1","2","25","54"
"L14080","ProtoTypeAdapter.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/proto/src/main/java/com/google/gson/protobuf/ProtoTypeAdapter.java","L14079","31","0","7","4","253","418"
"L14236","ProtosWithAnnotationsTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/proto/src/test/java/com/google/gson/protobuf/functional/ProtosWithAnnotationsTest.java","L14235","2","0","1","5","185","228"
"L14237","ProtosWithComplexAndRepeatedFieldsTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/proto/src/test/java/com/google/gson/protobuf/functional/ProtosWithComplexAndRepeatedFieldsTest.java","L14235","1","0","1","4","73","102"
"L14238","ProtosWithPrimitiveTypesTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/proto/src/test/java/com/google/gson/protobuf/functional/ProtosWithPrimitiveTypesTest.java","L14235","1","0","0","6","51","77"
